"Município";"Pib"
"Itumbiara (GO)";"5324330"
"Ivolândia (GO)";"139620"
"Jandaia (GO)";"426814"
"Jaraguá (GO)";"919741"
"Jataí (GO)";"7996737"
"Jaupaci (GO)";"83148"
"Jesúpolis (GO)";"39661"
"Joviânia (GO)";"342128"
"Jussara (GO)";"693476"
"Lagoa Santa (GO)";"51073"
"Leopoldo de Bulhões (GO)";"343211"
"Luziânia (GO)";"5435386"
"Mairipotaba (GO)";"88293"
"Mambaí (GO)";"107530"
"Mara Rosa (GO)";"291248"
"Marzagão (GO)";"68532"
"Matrinchã (GO)";"170652"
"Maurilândia (GO)";"247891"
"Mimoso de Goiás (GO)";"247554"
"Minaçu (GO)";"1296632"
"Mineiros (GO)";"3288692"
"Moiporá (GO)";"53240"
"Monte Alegre de Goiás (GO)";"120264"
"Montes Claros de Goiás (GO)";"498788"
"Montividiu (GO)";"1604396"
"Montividiu do Norte (GO)";"108826"
"Morrinhos (GO)";"1857437"
"Morro Agudo de Goiás (GO)";"54822"
"Mossâmedes (GO)";"131825"
"Mozarlândia (GO)";"1025028"
"Mundo Novo (GO)";"180831"
"Mutunópolis (GO)";"86417"
"Nazário (GO)";"276910"
"Nerópolis (GO)";"1021184"
"Niquelândia (GO)";"1291680"
"Nova América (GO)";"48876"
"Nova Aurora (GO)";"71030"
"Nova Crixás (GO)";"628524"
"Nova Glória (GO)";"141160"
"Nova Iguaçu de Goiás (GO)";"61464"
"Nova Roma (GO)";"66579"
"Nova Veneza (GO)";"197263"
"Novo Brasil (GO)";"85234"
"Novo Gama (GO)";"1154068"
"Novo Planalto (GO)";"160447"
"Orizona (GO)";"938155"
"Ouro Verde de Goiás (GO)";"150001"
"Ouvidor (GO)";"765399"
"Padre Bernardo (GO)";"1052149"
"Palestina de Goiás (GO)";"173192"
"Palmeiras de Goiás (GO)";"1770770"
"Palmelo (GO)";"55748"
"Palminópolis (GO)";"220046"
"Panamá (GO)";"109627"
"Paranaiguara (GO)";"236667"
"Paraúna (GO)";"1559917"
"Perolândia (GO)";"708388"
"Petrolina de Goiás (GO)";"178771"
"Pilar de Goiás (GO)";"192739"
"Piracanjuba (GO)";"1239008"
"Piranhas (GO)";"609385"
"Pirenópolis (GO)";"640329"
"Pires do Rio (GO)";"1405076"
"Planaltina (GO)";"1453001"
"Pontalina (GO)";"717210"
"Porangatu (GO)";"1430131"
"Porteirão (GO)";"222461"
"Portelândia (GO)";"367281"
"Posse (GO)";"703571"
"Professor Jamil (GO)";"72086"
"Quirinópolis (GO)";"2147553"
"Rialma (GO)";"314485"
"Rianápolis (GO)";"83216"
"Rio Quente (GO)";"326106"
"Rio Verde (GO)";"16306271"
"Rubiataba (GO)";"565885"
"Sanclerlândia (GO)";"217555"
"Santa Bárbara de Goiás (GO)";"154107"
"Santa Cruz de Goiás (GO)";"295245"
"Santa Fé de Goiás (GO)";"260166"
"Santa Helena de Goiás (GO)";"1620937"
"Santa Isabel (GO)";"123175"
"Santa Rita do Araguaia (GO)";"204953"
"Santa Rita do Novo Destino (GO)";"110056"
"Santa Rosa de Goiás (GO)";"68304"
"Santa Tereza de Goiás (GO)";"87563"
"Santa Terezinha de Goiás (GO)";"190835"
"Santo Antônio da Barra (GO)";"320991"
"Santo Antônio de Goiás (GO)";"154832"
"Santo Antônio do Descoberto (GO)";"825618"
"São Domingos (GO)";"206245"
"São Francisco de Goiás (GO)";"130583"
"São João d'Aliança (GO)";"569989"
"São João da Paraúna (GO)";"139615"
"São Luís de Montes Belos (GO)";"1486904"
"São Luiz do Norte (GO)";"137395"
"São Miguel do Araguaia (GO)";"691572"
"São Miguel do Passa Quatro (GO)";"316723"
"São Patrício (GO)";"53450"
"São Simão (GO)";"1432833"
"Senador Canedo (GO)";"4765089"
"Serranópolis (GO)";"652577"
"Silvânia (GO)";"1315548"
"Simolândia (GO)";"173317"
"Sítio d'Abadia (GO)";"75917"
"Taquaral de Goiás (GO)";"89299"
"Teresina de Goiás (GO)";"39122"
"Terezópolis de Goiás (GO)";"211068"
"Três Ranchos (GO)";"63861"
"Trindade (GO)";"2666621"
"Trombas (GO)";"70124"
"Turvânia (GO)";"204383"
"Turvelândia (GO)";"566461"
"Uirapuru (GO)";"77418"
"Uruaçu (GO)";"1299876"
"Uruana (GO)";"294357"
"Urutaí (GO)";"164803"
"Valparaíso de Goiás (GO)";"2964512"
"Varjão (GO)";"105088"
"Vianópolis (GO)";"857968"
"Vicentinópolis (GO)";"480173"
"Vila Boa (GO)";"179899"
"Vila Propício (GO)";"308013"
"Brasília (DF)";"286943782"
