,Cidade,UF,Região,População,Pib
460,BREJINHO,RN,Nordeste,12202.0,12202.0
461,BREJO,MA,Nordeste,34120.0,34120.0
462,BREJO ALEGRE,SP,Sudeste,2565.0,2565.0
463,BREJO DE AREIA,MA,Nordeste,9218.0,9218.0
464,BREJO DO CRUZ,PB,Nordeste,13613.0,13613.0
465,BREJO DOS SANTOS,PB,Nordeste,5742.0,5742.0
466,BREJOES,BA,Nordeste,12943.0,12943.0
467,BREJOLANDIA,BA,Nordeste,9108.0,9108.0
468,BREVES,PA,Norte,106968.0,106968.0
469,BRITANIA,GO,Centro-Oeste,5695.0,5695.0
470,BROCHIER,RS,Sul,4966.0,4966.0
471,BROTAS DE MACAUBAS,BA,Nordeste,11765.0,11765.0
472,BRUMADO,BA,Nordeste,70510.0,70510.0
473,BUENOPOLIS,MG,Sudeste,9150.0,9150.0
474,BUENOS AIRES,PE,Nordeste,12808.0,12808.0
475,BUERAREMA,BA,Nordeste,14804.0,14804.0
476,BUGRE,MG,Sudeste,4041.0,4041.0
477,BUIQUE,PE,Nordeste,52097.0,52097.0
478,BURI,SP,Sudeste,20250.0,20250.0
479,BURITI,MA,Nordeste,29685.0,29685.0
480,BURITI ALEGRE,GO,Centro-Oeste,10495.0,10495.0
481,BURITI BRAVO,MA,Nordeste,22455.0,22455.0
482,BURITI DE GOIAS,GO,Centro-Oeste,2732.0,2732.0
483,BURITI DO TOCANTINS,TO,Norte,10307.0,10307.0
484,BURITI DOS LOPES,PI,Nordeste,19654.0,19654.0
485,BURITI DOS MONTES,PI,Nordeste,7434.0,7434.0
486,BURITICUPU,MA,Nordeste,55499.0,55499.0
487,BURITINOPOLIS,GO,Centro-Oeste,3145.0,3145.0
488,BURITIRAMA,BA,Nordeste,19589.0,19589.0
489,BURITIRANA,MA,Nordeste,12918.0,12918.0
490,BURITIZAL,SP,Sudeste,4356.0,4356.0
491,BURITIZEIRO,MG,Sudeste,23910.0,23910.0
492,CAAPIRANGA,AM,Norte,13469.0,13469.0
493,CAAPORA,PB,Nordeste,21193.0,21193.0
494,CABACEIRAS,PB,Nordeste,5335.0,5335.0
495,CABECEIRAS DO PIAUI,PI,Nordeste,10212.0,10212.0
496,CABEDELO,PB,Nordeste,66519.0,66519.0
497,CABRALIA PAULISTA,SP,Sudeste,4299.0,4299.0
498,CABROBO,PE,Nordeste,30294.0,30294.0
499,CACAULANDIA,RO,Norte,4150.0,4150.0
500,CACEQUI,RS,Sul,11157.0,11157.0
501,CACHOEIRA DA PRATA,MG,Sudeste,3693.0,3693.0
502,CACHOEIRA DE GOIAS,GO,Centro-Oeste,1405.0,1405.0
503,CACHOEIRA DE PAJEU,MG,Sudeste,9110.0,9110.0
504,CACHOEIRA DO PIRIA,PA,Norte,19630.0,19630.0
505,CACHOEIRA DO SUL,RS,Sul,80070.0,80070.0
506,CACHOEIRA DOS INDIOS,PB,Nordeste,9151.0,9151.0
507,CACHOEIRA DOURADA,GO,Centro-Oeste,7782.0,7782.0
508,CACHOEIRA DOURADA,MG,Sudeste,2315.0,2315.0
509,CACHOEIRA GRANDE,MA,Nordeste,9732.0,9732.0
510,CACHOEIRINHA,PE,Nordeste,19899.0,19899.0
511,CACHOEIRINHA,TO,Norte,1961.0,1961.0
512,CACIMBA DE AREIA,PB,Nordeste,3291.0,3291.0
513,CACIMBA DE DENTRO,PB,Nordeste,16064.0,16064.0
514,CACIMBAS,PB,Nordeste,7223.0,7223.0
515,CACIQUE DOBLE,RS,Sul,4603.0,4603.0
516,CAEM,BA,Nordeste,10384.0,10384.0
517,CAETANOPOLIS,MG,Sudeste,11435.0,11435.0
518,CAETES,PE,Nordeste,28827.0,28827.0
519,CAFARNAUM,BA,Nordeste,17466.0,17466.0
520,CAFEARA,PR,Sul,2627.0,2627.0
521,CAFELANDIA,PR,Sul,18997.0,18997.0
522,CAFELANDIA,SP,Sudeste,16654.0,16654.0
523,CAFEZAL DO SUL,PR,Sul,4473.0,4473.0
524,CAIABU,SP,Sudeste,3712.0,3712.0
525,CAIANA,MG,Sudeste,5304.0,5304.0
526,CAIBATE,RS,Sul,4704.0,4704.0
527,CAIBI,SC,Sul,6304.0,6304.0
528,CAICARA,PB,Nordeste,6602.0,6602.0
529,CAICARA,RS,Sul,4836.0,4836.0
530,CAICARA DO NORTE,RN,Nordeste,6293.0,6293.0
531,CAICARA DO RIO DO VENTO,RN,Nordeste,3268.0,3268.0
532,CAICO,RN,Nordeste,61146.0,61146.0
533,CAIRU,BA,Nordeste,17761.0,17761.0
534,CAIUA,SP,Sudeste,5466.0,5466.0
535,CAJAPIO,MA,Nordeste,10121.0,10121.0
536,CAJARI,MA,Nordeste,16412.0,16412.0
537,CAJAZEIRAS DO PIAUI,PI,Nordeste,3108.0,3108.0
538,CAJAZEIRINHAS,PB,Nordeste,2740.0,2740.0
539,CAJURI,MG,Sudeste,4088.0,4088.0
540,CALCADO,PE,Nordeste,11093.0,11093.0
541,CALCOENE,AP,Norte,10612.0,10612.0
542,CALDAS BRANDAO,PB,Nordeste,5753.0,5753.0
543,CALDAZINHA,GO,Centro-Oeste,4507.0,4507.0
544,CALDEIRAO GRANDE,BA,Nordeste,13080.0,13080.0
545,CALDEIRAO GRANDE DO PIAUI,PI,Nordeste,5503.0,5503.0
546,CAMACAN,BA,Nordeste,22579.0,22579.0
547,CAMACHO,MG,Sudeste,2838.0,2838.0
548,CAMALAU,PB,Nordeste,6085.0,6085.0
549,CAMAMU,BA,Nordeste,30469.0,30469.0
550,CAMARGO,RS,Sul,2981.0,2981.0
551,CAMBARA DO SUL,RS,Sul,6361.0,6361.0
552,CAMBUQUIRA,MG,Sudeste,12313.0,12313.0
553,CAMETA,PA,Norte,134184.0,134184.0
554,CAMOCIM,CE,Nordeste,62326.0,62326.0
555,CAMPANARIO,MG,Sudeste,2923.0,2923.0
556,CAMPANHA,MG,Sudeste,15935.0,15935.0
557,CAMPESTRE,AL,Nordeste,6665.0,6665.0
558,CAMPESTRE DA SERRA,RS,Sul,3242.0,3242.0
559,CAMPESTRE DE GOIAS,GO,Centro-Oeste,3755.0,3755.0
560,CAMPINA DAS MISSOES,RS,Sul,5882.0,5882.0
561,CAMPINA DO SIMAO,PR,Sul,3936.0,3936.0
562,CAMPINACU,GO,Centro-Oeste,3708.0,3708.0
563,CAMPINAS DO PIAUI,PI,Nordeste,4938.0,4938.0
564,CAMPINAS DO SUL,RS,Sul,5284.0,5284.0
565,CAMPINORTE,GO,Centro-Oeste,12510.0,12510.0
566,CAMPO ALEGRE,SC,Sul,12501.0,12501.0
567,CAMPO ALEGRE DO FIDALGO,PI,Nordeste,4616.0,4616.0
568,CAMPO AZUL,MG,Sudeste,3714.0,3714.0
569,CAMPO BELO,MG,Sudeste,52277.0,52277.0
570,CAMPO BONITO,PR,Sul,4027.0,4027.0
571,CAMPO DO BRITO,SE,Nordeste,18149.0,18149.0
572,CAMPO DO MEIO,MG,Sudeste,11377.0,11377.0
573,CAMPO DO TENENTE,PR,Sul,7508.0,7508.0
574,CAMPO ERE,SC,Sul,9623.0,9623.0
575,CAMPO GRANDE,RN,Nordeste,9730.0,9730.0
576,CAMPO GRANDE DO PIAUI,PI,Nordeste,6020.0,6020.0
577,CAMPO LARGO DO PIAUI,PI,Nordeste,7419.0,7419.0
578,CAMPO LIMPO DE GOIAS,GO,Centro-Oeste,8081.0,8081.0
579,CAMPO MAIOR,PI,Nordeste,45793.0,45793.0
580,CAMPO NOVO,RS,Sul,4975.0,4975.0
581,CAMPO REDONDO,RN,Nordeste,10215.0,10215.0
582,CAMPOS BELOS,GO,Centro-Oeste,18108.0,18108.0
583,CAMPOS BORGES,RS,Sul,3613.0,3613.0
584,CAMPOS GERAIS,MG,Sudeste,26105.0,26105.0
585,CAMPOS NOVOS,SC,Sul,36932.0,36932.0
586,CAMPOS SALES,CE,Nordeste,25135.0,25135.0
587,CAMUTANGA,PE,Nordeste,7750.0,7750.0
588,CANA VERDE,MG,Sudeste,5272.0,5272.0
589,CANAA,MG,Sudeste,4715.0,4715.0
590,CANABRAVA DO NORTE,MT,Centro-Oeste,4485.0,4485.0
591,CANANEIA,SP,Sudeste,12289.0,12289.0
592,CANAPI,AL,Nordeste,15559.0,15559.0
593,CANAPOLIS,BA,Nordeste,10225.0,10225.0
594,CANAPOLIS,MG,Sudeste,10608.0,10608.0
595,CANAVIEIRA,PI,Nordeste,3414.0,3414.0
596,CANDEAL,BA,Nordeste,7772.0,7772.0
597,CANDEIAS,MG,Sudeste,14001.0,14001.0
598,CANDELARIA,RS,Sul,28906.0,28906.0
599,CANDIBA,BA,Nordeste,13016.0,13016.0
600,CANDIDO DE ABREU,PR,Sul,15244.0,15244.0
601,CANDIDO GODOI,RS,Sul,6294.0,6294.0
602,CANDIDO MENDES,MA,Nordeste,19932.0,19932.0
603,CANDOI,PR,Sul,14973.0,14973.0
604,CANELINHA,SC,Sul,12821.0,12821.0
605,CANHOBA,SE,Nordeste,3791.0,3791.0
606,CANINDE,CE,Nordeste,74174.0,74174.0
607,CANITAR,SP,Sudeste,6283.0,6283.0
608,CANTA,RR,Norte,18682.0,18682.0
609,CANTAGALO,MG,Sudeste,3974.0,3974.0
610,CANTAGALO,PR,Sul,10933.0,10933.0
611,CANTAGALO,RJ,Sudeste,19390.0,19390.0
612,CANTANHEDE,MA,Nordeste,24303.0,24303.0
613,CANTO DO BURITI,PI,Nordeste,19365.0,19365.0
614,CANUDOS DO VALE,RS,Sul,1656.0,1656.0
615,CANUTAMA,AM,Norte,16869.0,16869.0
616,CAPANEMA,PA,Norte,70394.0,70394.0
617,CAPANEMA,PR,Sul,20481.0,20481.0
618,CAPAO ALTO,SC,Sul,2625.0,2625.0
619,CAPAO BONITO DO SUL,RS,Sul,1733.0,1733.0
620,CAPAO DO CIPO,RS,Sul,3119.0,3119.0
621,CAPARAO,MG,Sudeste,5048.0,5048.0
622,CAPELA,AL,Nordeste,15032.0,15032.0
623,CAPELA DE SANTANA,RS,Sul,11159.0,11159.0
624,CAPELA DO ALTO ALEGRE,BA,Nordeste,10744.0,10744.0
625,CAPELA NOVA,MG,Sudeste,4362.0,4362.0
626,CAPELINHA,MG,Sudeste,39626.0,39626.0
627,CAPETINGA,MG,Sudeste,6562.0,6562.0
628,CAPIM,PB,Nordeste,6970.0,6970.0
629,CAPIM BRANCO,MG,Sudeste,10663.0,10663.0
630,CAPINOPOLIS,MG,Sudeste,14655.0,14655.0
631,CAPINZAL,SC,Sul,23314.0,23314.0
632,CAPINZAL DO NORTE,MA,Nordeste,11374.0,11374.0
633,CAPISTRANO,CE,Nordeste,17254.0,17254.0
634,CAPITAO,RS,Sul,2921.0,2921.0
635,CAPITAO ANDRADE,MG,Sudeste,4585.0,4585.0
636,CAPITAO DE CAMPOS,PI,Nordeste,11100.0,11100.0
637,CAPITAO ENEAS,MG,Sudeste,14108.0,14108.0
638,CAPITAO GERVASIO OLIVEIRA,PI,Nordeste,3974.0,3974.0
639,CAPITAO LEONIDAS MARQUES,PR,Sul,14648.0,14648.0
640,CAPITOLIO,MG,Sudeste,10380.0,10380.0
641,CAPIVARI DE BAIXO,SC,Sul,23975.0,23975.0
642,CAPIVARI DO SUL,RS,Sul,3991.0,3991.0
643,CAPIXABA,AC,Norte,10392.0,10392.0
644,CAPOEIRAS,PE,Nordeste,18338.0,18338.0
645,CAPUTIRA,MG,Sudeste,8936.0,8936.0
646,CARAA,RS,Sul,7394.0,7394.0
647,CARACARAI,RR,Norte,20957.0,20957.0
648,CARACOL,MS,Centro-Oeste,5036.0,5036.0
649,CARAIBAS,BA,Nordeste,9940.0,9940.0
650,CARANDAI,MG,Sudeste,23812.0,23812.0
651,CARANGOLA,MG,Sudeste,31240.0,31240.0
652,CARAPEBUS,RJ,Sudeste,13847.0,13847.0
653,CARAUARI,AM,Norte,28742.0,28742.0
654,CARAUBAS,PB,Nordeste,3944.0,3944.0
655,CARAUBAS,RN,Nordeste,19727.0,19727.0
656,CARAUBAS DO PIAUI,PI,Nordeste,5630.0,5630.0
657,CARBONITA,MG,Sudeste,8512.0,8512.0
658,CARDEAL DA SILVA,BA,Nordeste,8365.0,8365.0
659,CARDOSO MOREIRA,RJ,Sudeste,12958.0,12958.0
660,CAREACU,MG,Sudeste,6816.0,6816.0
661,CAREIRO,AM,Norte,30792.0,30792.0
662,CAREIRO DA VARZEA,AM,Norte,19637.0,19637.0
663,CARIDADE,CE,Nordeste,16377.0,16377.0
664,CARIDADE DO PIAUI,PI,Nordeste,5033.0,5033.0
665,CARIRE,CE,Nordeste,17632.0,17632.0
666,CARIRI DO TOCANTINS,TO,Norte,4007.0,4007.0
667,CARIRIACU,CE,Nordeste,26320.0,26320.0
668,CARIUS,CE,Nordeste,17015.0,17015.0
669,CARLOPOLIS,PR,Sul,16905.0,16905.0
670,CARLOS BARBOSA,RS,Sul,30420.0,30420.0
671,CARLOS GOMES,RS,Sul,1368.0,1368.0
672,CARMESIA,MG,Sudeste,2605.0,2605.0
673,CARMO DA CACHOEIRA,MG,Sudeste,11547.0,11547.0
674,CARMO DE MINAS,MG,Sudeste,13797.0,13797.0
675,CARMO DO CAJURU,MG,Sudeste,23479.0,23479.0
676,CARMO DO PARANAIBA,MG,Sudeste,29011.0,29011.0
677,CARMOLANDIA,TO,Norte,2201.0,2201.0
678,CARMOPOLIS DE MINAS,MG,Sudeste,18003.0,18003.0
679,CARNAIBA,PE,Nordeste,18644.0,18644.0
680,CARNAUBA DOS DANTAS,RN,Nordeste,7992.0,7992.0
681,CARNAUBAL,CE,Nordeste,17210.0,17210.0
682,CARNAUBEIRA DA PENHA,PE,Nordeste,12239.0,12239.0
683,CAROEBE,RR,Norte,10656.0,10656.0
684,CAROLINA,MA,Nordeste,24062.0,24062.0
685,CARRANCAS,MG,Sudeste,4049.0,4049.0
686,CARRAPATEIRA,PB,Nordeste,2312.0,2312.0
687,CARRASCO BONITO,TO,Norte,3318.0,3318.0
688,CARUTAPERA,MA,Nordeste,24238.0,24238.0
689,CARVALHOPOLIS,MG,Sudeste,3341.0,3341.0
690,CARVALHOS,MG,Sudeste,4422.0,4422.0
691,CASA GRANDE,MG,Sudeste,2214.0,2214.0
692,CASA NOVA,BA,Nordeste,72086.0,72086.0
693,CASCA,RS,Sul,9465.0,9465.0
694,CASCALHO RICO,MG,Sudeste,2712.0,2712.0
695,CASEIROS,RS,Sul,3000.0,3000.0
696,CASSERENGUE,PB,Nordeste,6889.0,6889.0
697,CATARINA,CE,Nordeste,10243.0,10243.0
698,CATAS ALTAS,MG,Sudeste,5473.0,5473.0
699,CATAS ALTAS DA NORUEGA,MG,Sudeste,3110.0,3110.0
700,CATENDE,PE,Nordeste,32156.0,32156.0
701,CATINGUEIRA,PB,Nordeste,4491.0,4491.0
702,CATOLE DO ROCHA,PB,Nordeste,30661.0,30661.0
703,CATUJI,MG,Sudeste,7030.0,7030.0
704,CATUNDA,CE,Nordeste,10444.0,10444.0
705,CATURAI,GO,Centro-Oeste,5184.0,5184.0
706,CATURAMA,BA,Nordeste,8841.0,8841.0
707,CATUTI,MG,Sudeste,4739.0,4739.0
708,CAVALCANTE,GO,Centro-Oeste,9583.0,9583.0
709,CAXAMBU DO SUL,SC,Sul,4614.0,4614.0
710,CAXINGO,PI,Nordeste,5496.0,5496.0
711,CEDRAL,MA,Nordeste,10208.0,10208.0
712,CEDRO,CE,Nordeste,22344.0,22344.0
713,CEDRO,PE,Nordeste,10518.0,10518.0
714,CEDRO DE SAO JOAO,SE,Nordeste,5391.0,5391.0
715,CEDRO DO ABAETE,MG,Sudeste,1081.0,1081.0
716,CELSO RAMOS,SC,Sul,2805.0,2805.0
717,CENTENARIO,RS,Sul,2721.0,2721.0
718,CENTENARIO,TO,Norte,2131.0,2131.0
719,CENTENARIO DO SUL,PR,Sul,10832.0,10832.0
720,CENTRAL,BA,Nordeste,16348.0,16348.0
721,CENTRAL DO MARANHAO,MA,Nordeste,7094.0,7094.0
722,CENTRO DO GUILHERME,MA,Nordeste,12342.0,12342.0
723,CENTRO NOVO DO MARANHAO,MA,Nordeste,16267.0,16267.0
724,CERRITO,RS,Sul,5808.0,5808.0
725,CERRO AZUL,PR,Sul,16134.0,16134.0
726,CERRO BRANCO,RS,Sul,3802.0,3802.0
727,CERRO CORA,RN,Nordeste,11000.0,11000.0
728,CERRO GRANDE,RS,Sul,2379.0,2379.0
729,CERRO GRANDE DO SUL,RS,Sul,9178.0,9178.0
730,CEU AZUL,PR,Sul,11087.0,11087.0
731,CHA DE ALEGRIA,PE,Nordeste,12984.0,12984.0
732,CHA PRETA,AL,Nordeste,5910.0,5910.0
733,CHACARA,MG,Sudeste,3075.0,3075.0
734,CHALE,MG,Sudeste,6075.0,6075.0
735,CHAPADA,RS,Sul,9540.0,9540.0
736,CHAPADA DA NATIVIDADE,TO,Norte,3117.0,3117.0
737,CHAPADA DE AREIA,TO,Norte,1501.0,1501.0
738,CHAPADA DO NORTE,MG,Sudeste,10337.0,10337.0
739,CHAPADA GAUCHA,MG,Sudeste,12355.0,12355.0
740,CHAPADAO DO LAGEADO,SC,Sul,2950.0,2950.0
741,CHAPADINHA,MA,Nordeste,81386.0,81386.0
742,CHARQUEADAS,RS,Sul,35012.0,35012.0
743,CHARRUA,RS,Sul,2768.0,2768.0
744,CHAVAL,CE,Nordeste,12462.0,12462.0
745,CHAVANTES,SP,Sudeste,12211.0,12211.0
746,CHIADOR,MG,Sudeste,2800.0,2800.0
747,CHIAPETTA,RS,Sul,3913.0,3913.0
748,CHOPINZINHO,PR,Sul,21085.0,21085.0
749,CHORO,CE,Nordeste,12113.0,12113.0
750,CHOROZINHO,CE,Nordeste,20163.0,20163.0
751,CHORROCHO,BA,Nordeste,10579.0,10579.0
752,CHUVISCA,RS,Sul,4597.0,4597.0
753,CIDADE GAUCHA,PR,Sul,11467.0,11467.0
754,CIPO,BA,Nordeste,17230.0,17230.0
755,CIPOTANEA,MG,Sudeste,5581.0,5581.0
756,CIRIACO,RS,Sul,4149.0,4149.0
757,CLARAVAL,MG,Sudeste,4658.0,4658.0
758,CLARO DOS POCOES,MG,Sudeste,7166.0,7166.0
759,CLEMENTINA,SP,Sudeste,6982.0,6982.0
760,CLEVELANDIA,PR,Sul,15070.0,15070.0
761,COARACI,BA,Nordeste,17333.0,17333.0
762,COARI,AM,Norte,70616.0,70616.0
763,COCAL,PI,Nordeste,28212.0,28212.0
764,COCAL DE TELHA,PI,Nordeste,4911.0,4911.0
765,COCAL DO SUL,SC,Sul,17240.0,17240.0
766,COCAL DOS ALVES,PI,Nordeste,6386.0,6386.0
767,COCALZINHO DE GOIAS,GO,Centro-Oeste,25016.0,25016.0
768,COCOS,BA,Nordeste,19151.0,19151.0
769,CODAJAS,AM,Norte,23549.0,23549.0
770,COELHO NETO,MA,Nordeste,41658.0,41658.0
771,COITE DO NOIA,AL,Nordeste,10810.0,10810.0
772,COIVARAS,PI,Nordeste,4117.0,4117.0
773,COLARES,PA,Norte,12868.0,12868.0
774,COLINAS,MA,Nordeste,40316.0,40316.0
775,COLINAS,RS,Sul,2423.0,2423.0
776,COLINAS DO SUL,GO,Centro-Oeste,4030.0,4030.0
777,COLONIA DO GURGUEIA,PI,Nordeste,6150.0,6150.0
778,COLONIA DO PIAUI,PI,Nordeste,6994.0,6994.0
779,COLONIA LEOPOLDINA,AL,Nordeste,15816.0,15816.0
780,COLORADO,RS,Sul,3258.0,3258.0
781,COLUNA,MG,Sudeste,8163.0,8163.0
782,COMBINADO,TO,Norte,4756.0,4756.0
783,COMENDADOR LEVY GASPARIAN,RJ,Sudeste,8741.0,8741.0
784,CONCEICAO,PB,Nordeste,18260.0,18260.0
785,CONCEICAO DA BARRA DE MINAS,MG,Sudeste,3560.0,3560.0
786,CONCEICAO DA FEIRA,BA,Nordeste,20800.0,20800.0
787,CONCEICAO DAS PEDRAS,MG,Sudeste,2772.0,2772.0
788,CONCEICAO DE IPANEMA,MG,Sudeste,4409.0,4409.0
789,CONCEICAO DE MACABU,RJ,Sudeste,21104.0,21104.0
790,CONCEICAO DO ALMEIDA,BA,Nordeste,15794.0,15794.0
791,CONCEICAO DO CANINDE,PI,Nordeste,4932.0,4932.0
792,CONCEICAO DO CASTELO,ES,Sudeste,11937.0,11937.0
793,CONCEICAO DO LAGO,ACU - MA,Desconhecido,14915.0,14915.0
794,CONCEICAO DO PARA,MG,Sudeste,5415.0,5415.0
795,CONCEICAO DO RIO VERDE,MG,Sudeste,12541.0,12541.0
796,CONCEICAO DO TOCANTINS,TO,Norte,3887.0,3887.0
797,CONCEICAO DOS OUROS,MG,Sudeste,10880.0,10880.0
798,CONCORDIA DO PARA,PA,Norte,26881.0,26881.0
799,CONDADO,PB,Nordeste,6451.0,6451.0
800,CONDE,BA,Nordeste,23654.0,23654.0
801,CONDOR,RS,Sul,6406.0,6406.0
802,CONEGO MARINHO,MG,Sudeste,7237.0,7237.0
803,CONFINS,MG,Sudeste,7350.0,7350.0
804,CONGO,PB,Nordeste,4933.0,4933.0
805,CONGONHAL,MG,Sudeste,11083.0,11083.0
806,CONGONHAS,MG,Sudeste,52890.0,52890.0
807,CONGONHAS DO NORTE,MG,Sudeste,4831.0,4831.0
808,CONGONHINHAS,PR,Sul,8320.0,8320.0
809,CONQUISTA,MG,Sudeste,6694.0,6694.0
810,CONQUISTA DOESTE,MT,Centro-Oeste,,
811,CONSELHEIRO MAIRINCK,PR,Sul,3461.0,3461.0
812,CONSTANTINA,RS,Sul,10385.0,10385.0
813,CONTENDAS DO SINCORA,BA,Nordeste,4333.0,4333.0
814,COQUEIRAL,MG,Sudeste,9023.0,9023.0
815,COQUEIRO BAIXO,RS,Sul,1290.0,1290.0
816,COQUEIRO SECO,AL,Nordeste,5581.0,5581.0
817,COQUEIROS DO SUL,RS,Sul,2211.0,2211.0
818,CORACAO DE JESUS,MG,Sudeste,25377.0,25377.0
819,CORBELIA,PR,Sul,17470.0,17470.0
820,CORDEIRO,RJ,Sudeste,20783.0,20783.0
821,CORDILHEIRA ALTA,SC,Sul,4781.0,4781.0
822,CORDISBURGO,MG,Sudeste,7547.0,7547.0
823,CORDISLANDIA,MG,Sudeste,3200.0,3200.0
824,COREAU,CE,Nordeste,20953.0,20953.0
825,CORIBE,BA,Nordeste,13990.0,13990.0
826,CORINTO,MG,Sudeste,23532.0,23532.0
827,CORNELIO PROCOPIO,PR,Sul,45206.0,45206.0
828,COROACI,MG,Sudeste,10884.0,10884.0
829,COROADOS,SP,Sudeste,5400.0,5400.0
830,COROMANDEL,MG,Sudeste,28894.0,28894.0
831,CORONEL BARROS,RS,Sul,2822.0,2822.0
832,CORONEL DOMINGOS SOARES,PR,Sul,5649.0,5649.0
833,CORONEL EZEQUIEL,RN,Nordeste,5117.0,5117.0
834,CORONEL FREITAS,SC,Sul,10388.0,10388.0
835,CORONEL JOAO PESSOA,RN,Nordeste,4237.0,4237.0
836,CORONEL MACEDO,SP,Sudeste,4280.0,4280.0
837,CORONEL MARTINS,SC,Sul,2065.0,2065.0
838,CORONEL MURTA,MG,Sudeste,8200.0,8200.0
839,CORONEL PACHECO,MG,Sudeste,2762.0,2762.0
840,CORONEL PILAR,RS,Sul,1607.0,1607.0
841,CORONEL VIVIDA,PR,Sul,23331.0,23331.0
842,CORONEL XAVIER CHAVES,MG,Sudeste,3486.0,3486.0
843,CORREGO DANTA,MG,Sudeste,2960.0,2960.0
844,CORREGO DO OURO,GO,Centro-Oeste,2454.0,2454.0
845,CORREGO FUNDO,MG,Sudeste,6133.0,6133.0
846,CORREGO NOVO,MG,Sudeste,2875.0,2875.0
847,CORRENTES,PE,Nordeste,17131.0,17131.0
848,CORTES,PE,Nordeste,10198.0,10198.0
849,CORUMBA DE GOIAS,GO,Centro-Oeste,10562.0,10562.0
850,CORUMBAIBA,GO,Centro-Oeste,9164.0,9164.0
851,CORUPA,SC,Sul,15267.0,15267.0
852,COTIPORA,RS,Sul,3846.0,3846.0
853,COUTO DE MAGALHAES DE MINAS,MG,Sudeste,4245.0,4245.0
854,COXILHA,RS,Sul,2667.0,2667.0
855,COXIXOLA,PB,Nordeste,1824.0,1824.0
856,CRATEUS,CE,Nordeste,76390.0,76390.0
